action,month,day,hour,count,sum,avg,std,step
CASH_OUT,0,6,3,75,9884823.61,131797.65,6559.63,147
TRANSFER,0,6,4,1,3725367.00,3725367.00,0.00,148
CASH_OUT,0,6,4,1,3725367.00,3725367.00,0.00,148
TRANSFER,0,6,6,1,3326132.01,3326132.01,0.00,150
CASH_OUT,0,6,6,1,3326132.01,3326132.01,0.00,150
TRANSFER,0,6,7,6,14582473.76,2430412.29,912012.66,151
CASH_OUT,0,6,7,4,14582433.76,3645608.44,584404.45,151
TRANSFER,0,6,9,2,6784981.70,3392490.85,675145.47,153
CASH_OUT,0,6,9,2,6784981.70,3392490.85,675145.47,153
TRANSFER,0,6,10,1,1073082.42,1073082.42,0.00,154
CASH_OUT,0,6,10,1,1073082.42,1073082.42,0.00,154
CASH_IN,0,6,11,1386,200989123.64,145013.80,2149.07,155
PAYMENT,0,6,11,1003,8234428.60,8209.80,138.80,155
DEBIT,0,6,11,75,305691.98,4075.89,308.83,155
TRANSFER,0,6,11,221,95899222.75,433933.13,15400.58,155
CASH_OUT,0,6,11,1100,144779537.21,131617.76,2004.23,155
CASH_IN,0,6,13,4232,596938762.49,141053.58,1236.29,157
PAYMENT,0,6,13,2804,22177152.50,7909.11,83.16,157
DEBIT,0,6,13,197,985914.51,5004.64,212.81,157
TRANSFER,0,6,13,805,338166898.26,420083.10,10184.71,157
CASH_OUT,0,6,13,3114,426801327.33,137058.87,1913.86,157
CASH_IN,0,6,14,5490,780451480.77,142158.74,1082.01,158
PAYMENT,0,6,14,3659,29288041.27,8004.38,73.55,158
DEBIT,0,6,14,267,1300777.61,4871.83,209.29,158
TRANSFER,0,6,14,983,409008111.35,416081.50,8823.54,158
CASH_OUT,0,6,14,4065,537350881.97,132189.64,1318.14,158
CASH_IN,0,6,15,5949,838716026.80,140984.37,1024.06,159
PAYMENT,0,6,15,4129,33356149.43,8078.51,70.86,159
DEBIT,0,6,15,287,1577409.87,5496.20,213.93,159
TRANSFER,0,6,15,1003,414529394.57,413289.53,7738.90,159
CASH_OUT,0,6,15,4645,603645984.77,129956.08,947.41,159
CASH_IN,0,6,16,6555,930787486.51,141996.57,996.98,160
PAYMENT,0,6,16,4257,34087013.50,8007.29,69.78,160
DEBIT,0,6,16,333,1983249.54,5955.70,195.12,160
TRANSFER,0,6,16,1162,481325239.77,414221.38,7942.89,160
CASH_OUT,0,6,16,4955,635505900.48,128255.48,1217.51,160
CASH_IN,0,6,17,10256,1449196589.12,141302.32,791.68,161
PAYMENT,0,6,17,6724,53556158.17,7964.93,55.67,161
DEBIT,0,6,17,469,3407426.88,7265.30,206.05,161
TRANSFER,0,6,17,1861,883529251.93,474760.48,7077.91,161
CASH_OUT,0,6,17,7631,979120663.26,128308.30,984.38,161
CASH_IN,0,6,18,12565,1752903491.99,139506.84,702.90,162
PAYMENT,0,6,18,8555,67275620.27,7863.89,49.20,162
DEBIT,0,6,18,604,3018561.19,4997.62,134.81,162
TRANSFER,0,6,18,2407,1166447328.82,484606.29,6400.24,162
CASH_OUT,0,6,18,9153,1131858098.34,123659.79,634.49,162
CASH_IN,0,6,19,13824,1921525296.76,138999.23,665.93,163
PAYMENT,0,6,19,9047,72653759.73,8030.70,48.42,163
DEBIT,0,6,19,646,4679154.24,7243.27,193.24,163
TRANSFER,0,6,19,2588,1618260125.99,625293.71,7946.60,163
CASH_OUT,0,6,19,10013,1239361464.57,123775.24,614.24,163
CASH_IN,0,6,20,13546,1843825689.48,136115.88,662.18,164
PAYMENT,0,6,20,9227,77588022.60,8408.80,50.05,164
DEBIT,0,6,20,632,2747276.22,4346.96,123.66,164
TRANSFER,0,6,20,2420,1897358300.09,784032.36,11091.39,164
CASH_OUT,0,6,20,9373,1196410161.17,127644.31,665.41,164
CASH_IN,0,6,21,10788,1480719119.26,137256.13,758.61,165
PAYMENT,0,6,21,7170,61703494.43,8605.79,58.14,165
DEBIT,0,6,21,495,2415390.20,4879.58,149.02,165
TRANSFER,0,6,21,1892,1234590677.33,652532.07,10666.12,165
CASH_OUT,0,6,21,6849,884760251.58,129180.94,1345.48,165
CASH_IN,0,6,22,8208,1134954363.36,138274.17,882.25,166
PAYMENT,0,6,22,5751,50814292.64,8835.73,67.03,166
DEBIT,0,6,22,395,1910892.42,4837.70,157.80,166
TRANSFER,0,6,22,1343,1010284542.91,752259.53,13979.88,166
CASH_OUT,0,6,22,5379,695513703.81,129301.67,1054.71,166
CASH_IN,0,6,23,5455,755986777.78,138586.03,1073.79,167
PAYMENT,0,6,23,4153,34568207.71,8323.67,76.04,167
DEBIT,0,6,23,287,1360016.15,4738.73,180.24,167
TRANSFER,0,6,23,954,697371237.71,730997.10,15581.05,167
CASH_OUT,0,6,23,3443,446161130.08,129584.99,1195.28,167
CASH_IN,0,7,0,2497,345744123.88,138463.81,1581.75,168
PAYMENT,0,7,0,2051,16090068.58,7844.99,100.44,168
DEBIT,0,7,0,125,435422.49,3483.38,220.13,168
TRANSFER,0,7,0,433,252915684.53,584100.89,19075.63,168
CASH_OUT,0,7,0,1967,259120368.62,131733.79,2042.36,168
CASH_IN,0,7,1,859,118668991.91,138147.84,2713.00,169
PAYMENT,0,7,1,684,5497215.79,8036.87,170.96,169
DEBIT,0,7,1,64,163659.08,2557.17,279.84,169
TRANSFER,0,7,1,165,154881979.67,938678.66,52303.72,169
CASH_OUT,0,7,1,660,83057131.51,125844.14,2665.88,169
CASH_IN,0,7,2,289,39703558.75,137382.56,4527.56,170
PAYMENT,0,7,2,253,1945736.31,7690.66,268.25,170
DEBIT,0,7,2,30,57381.16,1912.71,312.45,170
TRANSFER,0,7,2,39,10856705.25,278377.06,25265.19,170
CASH_OUT,0,7,2,199,23990368.26,120554.61,4454.58,170
TRANSFER,0,7,3,3,5181986.41,1727328.80,1191624.91,171
CASH_OUT,0,7,3,2,5181976.41,2590988.20,1097467.22,171
TRANSFER,0,7,5,1,20.00,20.00,0.00,173
TRANSFER,0,7,7,1,1407127.43,1407127.43,0.00,175
CASH_OUT,0,7,7,1,1407127.43,1407127.43,0.00,175
TRANSFER,0,7,10,1,20.00,20.00,0.00,178
TRANSFER,0,7,12,2,3232333.05,1616166.53,2285533.91,180
CASH_OUT,0,7,12,1,3232283.05,3232283.05,0.00,180
CASH_IN,0,7,13,2818,394442934.80,139972.65,1472.90,181
PAYMENT,0,7,13,1834,17055970.97,9299.88,123.56,181
DEBIT,0,7,13,144,749362.17,5203.90,299.58,181
TRANSFER,0,7,13,441,260652718.86,591049.25,19163.87,181
CASH_OUT,0,7,13,2220,293541443.92,132225.88,1388.00,181
CASH_IN,0,7,14,6683,948728830.07,141961.52,995.82,182
PAYMENT,0,7,14,4253,36578213.56,8600.57,74.88,182
DEBIT,0,7,14,302,2072431.19,6862.35,243.42,182
TRANSFER,0,7,14,1162,937353471.30,806672.52,16993.65,182
CASH_OUT,0,7,14,4751,624140403.23,131370.32,1506.68,182
CASH_IN,0,7,15,6992,985863350.75,140998.76,949.53,183
PAYMENT,0,7,15,4365,37247484.25,8533.22,75.95,183
DEBIT,0,7,15,309,2362901.30,7646.93,297.93,183
TRANSFER,0,7,15,1214,826898813.87,681135.76,13806.26,183
CASH_OUT,0,7,15,4971,625277806.45,125785.11,878.50,183
CASH_IN,0,7,16,7961,1130022764.46,141944.83,901.23,184
PAYMENT,0,7,16,4861,41069572.57,8448.79,70.88,184
DEBIT,0,7,16,397,3734535.47,9406.89,305.21,184
TRANSFER,0,7,16,1450,1336352465.03,921622.39,16373.59,184
CASH_OUT,0,7,16,5463,687698745.10,125882.98,840.32,184
CASH_IN,0,7,17,11475,1625644003.94,141668.32,745.07,185
PAYMENT,0,7,17,7154,59068302.37,8256.68,58.10,185
DEBIT,0,7,17,490,4142827.18,8454.75,258.94,185
TRANSFER,0,7,17,1937,1583772660.02,817642.05,12917.84,185
CASH_OUT,0,7,17,7521,929015090.22,123522.81,702.06,185
CASH_IN,0,7,18,13540,1899526307.63,140289.98,683.09,186
PAYMENT,0,7,18,8503,66706297.58,7845.03,50.00,186
DEBIT,0,7,18,619,3412926.39,5513.61,157.51,186
TRANSFER,0,7,18,2449,1996339791.32,815165.29,11459.08,186
CASH_OUT,0,7,18,9056,1106435740.83,122177.09,673.43,186
CASH_IN,0,7,19,15273,2141293103.81,140201.21,640.61,187
PAYMENT,0,7,19,9402,66394770.00,7061.77,42.88,187
DEBIT,0,7,19,689,4054821.76,5885.08,153.05,187
TRANSFER,0,7,19,2622,2204302196.69,840694.96,11475.10,187
CASH_OUT,0,7,19,10165,1231966304.78,121196.88,591.97,187
CASH_IN,0,7,20,13828,1913629761.28,138388.04,672.71,188
PAYMENT,0,7,20,9021,65671007.81,7279.79,45.19,188
DEBIT,0,7,20,624,3688767.00,5911.49,157.21,188
TRANSFER,0,7,20,2375,2047459202.41,862088.09,12374.59,188
CASH_OUT,0,7,20,9296,1152521498.41,123980.37,643.36,188
CASH_IN,0,7,21,10815,1493258319.36,138072.89,750.43,189
PAYMENT,0,7,21,7364,52725808.35,7159.94,49.10,189
DEBIT,0,7,21,537,2886332.31,5374.92,159.14,189
TRANSFER,0,7,21,1861,1491717597.75,801567.76,12825.97,189
CASH_OUT,0,7,21,7023,861680073.22,122694.02,714.90,189
CASH_IN,0,7,22,8550,1168669818.76,136686.53,842.52,190
PAYMENT,0,7,22,6059,44418532.08,7331.00,55.06,190
DEBIT,0,7,22,365,1833061.78,5022.09,175.30,190
TRANSFER,0,7,22,1452,1403778245.12,966789.43,17032.63,190
CASH_OUT,0,7,22,5641,689068025.10,122153.52,803.74,190
CASH_IN,0,7,23,6301,890869556.43,141385.42,1005.13,191
PAYMENT,0,7,23,4689,32750124.07,6984.46,59.95,191
DEBIT,0,7,23,329,1889375.71,5742.78,221.56,191
TRANSFER,0,7,23,1007,951535700.39,944921.25,20767.39,191
CASH_OUT,0,7,23,3803,468817362.48,123275.67,988.81,191
CASH_IN,0,8,0,2825,394400471.24,139610.79,1479.71,192
PAYMENT,0,8,0,2300,16054681.50,6980.30,86.41,192
DEBIT,0,8,0,157,886691.03,5647.71,309.65,192
TRANSFER,0,8,0,500,345211018.26,690422.04,23170.97,192
CASH_OUT,0,8,0,2038,252237561.02,123767.20,2883.66,192
CASH_IN,0,8,1,941,129681800.71,137812.75,2599.60,193
PAYMENT,0,8,1,772,11475907.67,14865.17,338.84,193
DEBIT,0,8,1,50,204071.56,4081.43,350.91,193
TRANSFER,0,8,1,170,90953413.53,535020.08,30595.88,193
CASH_OUT,0,8,1,659,80837882.85,122667.50,3959.94,193
CASH_IN,0,8,2,310,43478417.59,140252.96,4665.33,194
PAYMENT,0,8,2,266,1673268.54,6290.48,229.28,194
DEBIT,0,8,2,32,95420.66,2981.90,309.31,194
TRANSFER,0,8,2,41,78633307.44,1917885.55,174211.73,194
CASH_OUT,0,8,2,235,29295622.65,124662.22,3898.66,194
CASH_IN,0,8,3,88,12562196.36,142752.23,8842.77,195
PAYMENT,0,8,3,24,179054.27,7460.59,940.38,195
DEBIT,0,8,3,7,22766.45,3252.35,1652.39,195
TRANSFER,0,8,3,3,7402636.27,2467545.42,1515232.57,195
CASH_OUT,0,8,3,72,16610174.50,230696.87,70592.65,195
TRANSFER,0,8,5,1,50.00,50.00,0.00,197
TRANSFER,0,8,6,1,1243705.48,1243705.48,0.00,198
CASH_OUT,0,8,6,1,1243705.48,1243705.48,0.00,198
TRANSFER,0,8,7,1,3317612.48,3317612.48,0.00,199
CASH_OUT,0,8,7,1,3317612.48,3317612.48,0.00,199
TRANSFER,0,8,8,1,6429725.34,6429725.34,0.00,200
CASH_OUT,0,8,8,1,6429725.34,6429725.34,0.00,200
TRANSFER,0,8,9,2,9555513.59,4777756.79,937622.20,201
CASH_OUT,0,8,9,2,9555513.59,4777756.79,937622.20,201
TRANSFER,0,8,10,1,2983221.06,2983221.06,0.00,202
CASH_OUT,0,8,10,1,2983221.06,2983221.06,0.00,202
CASH_IN,0,8,12,1223,172541013.54,141080.14,2248.61,204
PAYMENT,0,8,12,838,6244053.18,7451.14,148.24,204
DEBIT,0,8,12,76,269651.11,3548.04,263.91,204
TRANSFER,0,8,12,194,164292464.98,846868.38,56187.56,204
CASH_OUT,0,8,12,1103,155536909.26,141012.61,8696.06,204
CASH_IN,0,8,13,4574,637390089.20,139350.70,1185.77,205
PAYMENT,0,8,13,2864,22219848.12,7758.33,85.10,205
DEBIT,0,8,13,216,1535554.68,7109.05,325.74,205
TRANSFER,0,8,13,784,626097254.64,798593.44,19243.60,205
CASH_OUT,0,8,13,3335,408673280.49,122540.71,1051.45,205
CASH_IN,0,8,14,4491,631873874.54,140697.81,1198.47,206
PAYMENT,0,8,14,3110,24110619.52,7752.61,80.80,206
DEBIT,0,8,14,209,1442909.00,6903.87,343.68,206
TRANSFER,0,8,14,751,589273154.21,784651.34,21831.41,206
CASH_OUT,0,8,14,3281,414535287.43,126344.19,1969.74,206
CASH_IN,0,8,15,5166,716737435.26,138741.28,1087.37,207
PAYMENT,0,8,15,3326,27065752.99,8137.63,84.09,207
DEBIT,0,8,15,237,2332549.82,9841.98,448.25,207
TRANSFER,0,8,15,841,943900406.87,1122354.82,27320.55,207
CASH_OUT,0,8,15,3802,461693879.80,121434.48,963.52,207
CASH_IN,0,8,16,7277,1019014259.90,140032.19,922.26,208
PAYMENT,0,8,16,4642,38278018.45,8246.02,74.56,208
DEBIT,0,8,16,365,2397984.22,6569.82,248.97,208
TRANSFER,0,8,16,1228,1157325704.10,942447.64,18777.84,208
CASH_OUT,0,8,16,5230,629130683.38,120292.67,817.88,208
CASH_IN,0,8,17,7682,1078659069.17,140413.83,903.53,209
PAYMENT,0,8,17,4814,43063930.73,8945.56,77.58,209
DEBIT,0,8,17,351,1617435.67,4608.08,169.66,209
TRANSFER,0,8,17,1301,1299259752.17,998662.38,19350.75,209
CASH_OUT,0,8,17,5389,645828762.75,119842.04,1059.88,209
CASH_IN,0,8,18,9342,1301896068.69,139359.46,811.08,210
PAYMENT,0,8,18,5621,54403223.15,9678.57,77.70,210
DEBIT,0,8,18,388,2408953.16,6208.64,208.08,210
TRANSFER,0,8,18,1468,1578076984.08,1074984.32,19502.96,210
CASH_OUT,0,8,18,6584,789872177.89,119968.44,809.29,210
CASH_IN,0,8,19,10502,1468765203.03,139855.76,767.45,211
PAYMENT,0,8,19,6281,69749807.71,11104.89,83.71,211
DEBIT,0,8,19,427,3292084.21,7709.80,254.65,211
TRANSFER,0,8,19,1726,2017761102.38,1169038.88,19602.23,211
CASH_OUT,0,8,19,7060,873610893.26,123740.92,901.74,211
CASH_IN,0,8,20,13005,1806208159.77,138885.67,685.18,212
PAYMENT,0,8,20,8165,90221964.21,11049.84,73.62,212
DEBIT,0,8,20,568,4129334.79,7269.96,207.80,212
TRANSFER,0,8,20,2138,2660592290.05,1244430.44,18159.16,212
CASH_OUT,0,8,20,8114,1046631032.00,128990.76,720.54,212
CASH_IN,0,8,21,10724,1482374858.53,138229.66,762.97,213
PAYMENT,0,8,21,6838,71367496.47,10436.90,75.30,213
DEBIT,0,8,21,481,3270161.93,6798.67,215.72,213
TRANSFER,0,8,21,1608,1780482713.66,1107265.37,18875.14,213
CASH_OUT,0,8,21,6425,832333570.98,129546.08,1053.32,213
CASH_IN,0,8,22,7945,1113837782.60,140193.55,900.50,214
PAYMENT,0,8,22,5125,46576218.05,9088.04,74.65,214
DEBIT,0,8,22,327,2491002.12,7617.74,286.27,214
TRANSFER,0,8,22,1208,1470337187.96,1217166.55,23795.61,214
CASH_OUT,0,8,22,4454,589465915.63,132345.29,1402.37,214
CASH_IN,0,8,23,5640,796810078.27,141278.38,1062.12,215
PAYMENT,0,8,23,4130,34611014.52,8380.39,76.36,215
DEBIT,0,8,23,258,1466059.48,5682.40,229.44,215
TRANSFER,0,8,23,830,886289713.15,1067818.93,26947.83,215
CASH_OUT,0,8,23,3280,428579193.67,130664.39,1171.33,215
CASH_IN,0,9,0,2972,413571548.09,139155.97,1479.72,216
PAYMENT,0,9,0,2160,16691939.35,7727.75,99.44,216
DEBIT,0,9,0,165,603673.52,3658.63,224.85,216
TRANSFER,0,9,0,431,407714333.58,945972.93,30825.74,216
CASH_OUT,0,9,0,1983,262692971.82,132472.50,2243.93,216
CASH_IN,0,9,1,2254,317439700.58,140833.94,1712.49,217
PAYMENT,0,9,1,1717,13298137.06,7744.98,109.77,217
DEBIT,0,9,1,135,434450.50,3218.15,229.68,217
TRANSFER,0,9,1,345,392059829.99,1136405.30,43591.53,217
CASH_OUT,0,9,1,1337,177691667.91,132903.27,3692.21,217
TRANSFER,0,9,2,2,4061138.43,2030569.22,2871587.81,218
CASH_OUT,0,9,2,1,4061088.43,4061088.43,0.00,218
TRANSFER,0,9,3,1,4504532.41,4504532.41,0.00,219
CASH_OUT,0,9,3,1,4504532.41,4504532.41,0.00,219
TRANSFER,0,9,4,2,2325876.90,1162938.45,1644572.62,220
CASH_OUT,0,9,4,1,2325826.90,2325826.90,0.00,220
TRANSFER,0,9,5,3,8561401.65,2853800.55,1872363.24,221
CASH_OUT,0,9,5,2,8561381.65,4280690.83,1344202.86,221
TRANSFER,0,9,6,1,20.00,20.00,0.00,222
TRANSFER,0,9,7,2,4880376.78,2440188.39,3450919.23,223
CASH_OUT,0,9,7,1,4880356.78,4880356.78,0.00,223
TRANSFER,0,9,8,1,50.00,50.00,0.00,224
TRANSFER,0,9,9,1,10.00,10.00,0.00,225
TRANSFER,0,9,10,2,6531116.16,3265558.08,1028149.59,226
CASH_OUT,0,9,10,2,6531116.16,3265558.08,1028149.59,226
TRANSFER,0,9,11,2,6187961.13,3093980.56,870489.00,227
CASH_OUT,0,9,11,2,6187961.13,3093980.56,870489.00,227
CASH_IN,0,9,12,915,131910474.63,144164.45,2621.53,228
PAYMENT,0,9,12,559,5492337.90,9825.29,249.70,228
DEBIT,0,9,12,37,137652.38,3720.33,288.28,228
TRANSFER,0,9,12,139,134946830.90,970840.51,57016.29,228
CASH_OUT,0,9,12,668,90192228.66,135018.31,2540.81,228
CASH_IN,0,9,13,1871,274935781.06,146945.90,1878.91,229
PAYMENT,0,9,13,1012,9814320.39,9697.95,175.97,229
DEBIT,0,9,13,80,469397.08,5867.46,474.73,229
TRANSFER,0,9,13,252,280028933.16,1111225.93,45578.31,229
CASH_OUT,0,9,13,1160,156600703.72,135000.61,2486.83,229
CASH_IN,0,9,14,729,110421691.17,151470.08,3108.12,230
PAYMENT,0,9,14,464,4117242.31,8873.37,228.17,230
DEBIT,0,9,14,31,102840.15,3317.42,502.33,230
TRANSFER,0,9,14,98,151904750.19,1550048.47,109873.77,230
CASH_OUT,0,9,14,617,90758846.53,147097.00,11475.51,230
CASH_IN,0,9,15,4399,626055492.40,142317.68,1217.47,231
PAYMENT,0,9,15,2562,23876160.13,9319.34,104.67,231
DEBIT,0,9,15,185,970483.78,5245.86,270.66,231
TRANSFER,0,9,15,676,759569542.13,1123623.58,29803.87,231
CASH_OUT,0,9,15,3000,401286694.31,133762.23,1978.48,231
CASH_IN,0,9,16,8073,1165320991.00,144347.95,908.16,232
PAYMENT,0,9,16,4655,43938110.02,9438.91,81.08,232
DEBIT,0,9,16,356,3139431.65,8818.63,328.18,232
TRANSFER,0,9,16,1232,1551940701.82,1259692.13,25138.97,232
CASH_OUT,0,9,16,5154,660603375.08,128172.95,887.85,232
TRANSFER,0,9,17,3,13021702.45,4340567.48,739047.78,233
CASH_OUT,0,9,17,3,13021702.45,4340567.48,739047.78,233
CASH_IN,0,9,18,11307,1601618052.13,141648.36,753.23,234
PAYMENT,0,9,18,6458,62017950.22,9603.28,69.70,234
DEBIT,0,9,18,502,3651035.34,7272.98,214.77,234
TRANSFER,0,9,18,1916,2200222543.27,1148341.62,18196.81,234
CASH_OUT,0,9,18,7170,893409651.72,124603.86,1221.49,234
CASH_IN,0,9,19,17392,2432635379.56,139870.94,603.08,235
PAYMENT,0,9,19,10188,101582661.15,9970.81,57.69,235
DEBIT,0,9,19,814,7068645.17,8683.84,213.71,235
TRANSFER,0,9,19,2808,3481709249.15,1239924.95,15923.95,235
CASH_OUT,0,9,19,11193,1392649437.40,124421.46,585.27,235
CASH_IN,0,9,20,14281,1994836241.20,139684.63,661.57,236
PAYMENT,0,9,20,8426,90930863.01,10791.70,68.47,236
DEBIT,0,9,20,613,8096342.42,13207.74,363.45,236
TRANSFER,0,9,20,2216,2935941764.69,1324883.47,18944.24,236
CASH_OUT,0,9,20,8458,1100620371.82,130127.73,993.03,236
CASH_IN,0,9,21,10924,1508536462.16,138093.78,759.17,237
PAYMENT,0,9,21,6641,67450867.71,10156.73,73.78,237
DEBIT,0,9,21,516,6520584.39,12636.79,380.49,237
TRANSFER,0,9,21,1553,1905636629.75,1227068.02,21319.24,237
CASH_OUT,0,9,21,6166,789343729.67,128015.53,812.92,237
CASH_IN,0,9,22,7880,1096370039.91,139133.25,893.71,238
PAYMENT,0,9,22,5028,47607044.79,9468.39,78.60,238
DEBIT,0,9,22,307,4792668.06,15611.30,686.02,238
TRANSFER,0,9,22,1155,1440326915.62,1247036.29,24263.95,238
CASH_OUT,0,9,22,4488,574491958.55,128006.23,945.08,238
CASH_IN,0,9,23,6345,893671679.48,140846.60,991.43,239
PAYMENT,0,9,23,4335,37067661.57,8550.79,78.12,239
DEBIT,0,9,23,268,4015541.40,14983.36,657.79,239
TRANSFER,0,9,23,846,1073273936.98,1268645.32,29386.18,239
CASH_OUT,0,9,23,3697,479504525.90,129700.98,1512.17,239
CASH_IN,0,10,0,2908,413258036.70,142110.74,1454.74,240
PAYMENT,0,10,0,2113,17341511.03,8207.06,104.18,240
DEBIT,0,10,0,164,1359280.88,8288.30,480.59,240
TRANSFER,0,10,0,471,629307163.25,1336108.63,40995.09,240
CASH_OUT,0,10,0,1648,213344634.07,129456.70,2014.61,240
CASH_IN,0,10,1,1332,188114482.29,141227.09,2226.41,241
PAYMENT,0,10,1,946,6761894.23,7147.88,136.06,241
DEBIT,0,10,1,70,172681.68,2466.88,210.46,241
TRANSFER,0,10,1,195,243507818.98,1248758.05,79278.56,241
CASH_OUT,0,10,1,796,122600890.04,154021.22,14434.37,241
CASH_IN,0,10,2,358,48814881.91,136354.42,4007.65,242
PAYMENT,0,10,2,270,1811895.43,6710.72,246.18,242
DEBIT,0,10,2,10,20384.59,2038.46,289.76,242
TRANSFER,0,10,2,36,48206418.25,1339067.17,176629.74,242
CASH_OUT,0,10,2,237,28703061.24,121109.96,3957.37,242
TRANSFER,0,10,4,1,3774597.43,3774597.43,0.00,244
CASH_OUT,0,10,4,1,3774597.43,3774597.43,0.00,244
TRANSFER,0,10,5,1,4312507.61,4312507.61,0.00,245
CASH_OUT,0,10,5,1,4312507.61,4312507.61,0.00,245
TRANSFER,0,10,6,2,3762890.84,1881445.42,2660737.35,246
CASH_OUT,0,10,6,1,3762870.84,3762870.84,0.00,246
TRANSFER,0,10,7,1,50.00,50.00,0.00,247
TRANSFER,0,10,8,1,4484967.27,4484967.27,0.00,248
CASH_OUT,0,10,8,1,4484967.27,4484967.27,0.00,248
TRANSFER,0,10,9,2,3744365.23,1872182.61,2647595.33,249
CASH_OUT,0,10,9,1,3744315.23,3744315.23,0.00,249
TRANSFER,0,10,10,5,20253156.13,4050631.23,1327639.48,250
CASH_OUT,0,10,10,4,20253106.13,5063276.53,924542.83,250
TRANSFER,0,10,11,2,6789698.93,3394849.47,4801013.87,251
CASH_OUT,0,10,11,1,6789678.93,6789678.93,0.00,251
CASH_IN,0,10,12,779,117683721.08,151070.25,3004.33,252
PAYMENT,0,10,12,448,4071768.96,9088.77,242.52,252
DEBIT,0,10,12,31,144729.08,4668.68,635.88,252
TRANSFER,0,10,12,93,79608786.04,856008.45,58714.16,252
CASH_OUT,0,10,12,685,89558506.63,130742.35,4475.66,252
CASH_IN,0,10,13,3017,428850712.27,142144.75,1481.20,253
PAYMENT,0,10,13,1676,15757440.56,9401.81,137.00,253
DEBIT,0,10,13,109,2712481.55,24885.15,1741.96,253
TRANSFER,0,10,13,411,489944854.60,1192079.94,42662.91,253
CASH_OUT,0,10,13,2169,277594503.86,127982.71,1374.24,253
CASH_IN,0,10,14,3804,542023659.01,142487.82,1320.97,254
PAYMENT,0,10,14,2044,16449792.42,8047.84,103.52,254
DEBIT,0,10,14,170,835741.64,4916.13,234.94,254
TRANSFER,0,10,14,552,669443428.54,1212759.83,34928.28,254
CASH_OUT,0,10,14,2592,329097343.90,126966.57,1524.17,254
CASH_IN,0,10,15,5339,759851500.67,142320.94,1092.33,255
PAYMENT,0,10,15,2988,22931982.90,7674.69,81.91,255
DEBIT,0,10,15,214,1397115.66,6528.58,324.76,255
TRANSFER,0,10,15,763,993730039.74,1302398.48,33570.51,255
CASH_OUT,0,10,15,3430,444861400.54,129697.20,2482.57,255
CASH_IN,0,10,16,6366,903531370.94,141930.78,1008.55,256
PAYMENT,0,10,16,3530,27684007.04,7842.49,77.40,256
DEBIT,0,10,16,264,1743866.51,6605.55,256.61,256
TRANSFER,0,10,16,907,1153956275.83,1272278.14,30099.94,256
CASH_OUT,0,10,16,3939,489522478.90,124275.83,1331.29,256
CASH_IN,0,10,17,5303,745670069.60,140612.87,1112.30,257
PAYMENT,0,10,17,2968,22606142.18,7616.62,81.31,257
DEBIT,0,10,17,235,1201146.69,5111.26,242.42,257
TRANSFER,0,10,17,806,1038663681.62,1288664.62,31776.63,257
CASH_OUT,0,10,17,3356,402846667.87,120037.74,1495.71,257
CASH_IN,0,10,18,6895,972282828.63,141012.74,962.47,258
PAYMENT,0,10,18,3890,30094737.08,7736.44,71.98,258
DEBIT,0,10,18,273,1125943.84,4124.34,161.44,258
TRANSFER,0,10,18,1041,1244924761.61,1195893.14,26400.45,258
CASH_OUT,0,10,18,4592,558031074.63,121522.45,1433.12,258
CASH_IN,0,10,19,16717,2338741672.25,139902.00,618.54,259
PAYMENT,0,10,19,9650,74138518.18,7682.75,46.33,259
DEBIT,0,10,19,744,3105566.54,4174.15,104.39,259
TRANSFER,0,10,19,2542,3462505342.02,1362118.55,18368.38,259
CASH_OUT,0,10,19,10435,1214470301.13,116384.31,559.95,259
CASH_IN,0,10,20,13386,1871378439.65,139801.17,681.67,260
PAYMENT,0,10,20,7965,63086243.91,7920.43,51.90,260
DEBIT,0,10,20,564,2443316.72,4332.12,122.86,260
TRANSFER,0,10,20,2028,2890305816.62,1425200.11,21865.25,260
CASH_OUT,0,10,20,8233,974770342.79,118397.95,640.02,260
CASH_IN,0,10,21,10599,1484799235.00,140088.62,768.16,261
PAYMENT,0,10,21,6401,49155027.60,7679.27,57.20,261
DEBIT,0,10,21,477,2305269.62,4832.85,147.84,261
TRANSFER,0,10,21,1506,2139663415.63,1420759.24,25009.95,261
CASH_OUT,0,10,21,6104,734343810.49,120305.34,757.44,261
CASH_IN,0,10,22,8022,1144771341.79,142703.98,902.53,262
PAYMENT,0,10,22,5110,39080771.84,7647.90,63.92,262
DEBIT,0,10,22,339,1214748.21,3583.33,131.09,262
TRANSFER,0,10,22,1218,1667047212.08,1368675.87,27611.33,262
CASH_OUT,0,10,22,4458,527091772.67,118235.03,877.69,262
CASH_IN,0,10,23,6229,875428740.08,140540.82,1023.46,263
PAYMENT,0,10,23,4085,32656472.01,7994.24,76.46,263
DEBIT,0,10,23,297,1435311.13,4832.70,183.82,263
TRANSFER,0,10,23,862,1156445676.95,1341584.31,32306.48,263
CASH_OUT,0,10,23,3546,431698833.25,121742.48,2501.13,263
CASH_IN,0,11,0,2993,436185648.45,145735.27,1475.64,264
PAYMENT,0,11,0,2075,16820818.69,8106.42,112.57,264
DEBIT,0,11,0,177,636641.86,3596.85,192.83,264
TRANSFER,0,11,0,408,518219192.42,1270145.08,45382.69,264
CASH_OUT,0,11,0,1824,219286595.96,120222.91,1385.68,264
